tweet	label
@user @user @user @user @user @user @user @user @user Haha 😂 Haba Oga. Mey mukayi?😂	neutral
@user @user Dan Allah muma a taimaka mana ko $1000 ne ma😥😥😥	neutral
@user Sai ammusu ruwan 🔥 tukunna	neutral
@user Haka ake kullum😂😂	neutral
@user Kaza kuma Bbc Hausa 😲🙄	neutral
@user Ku bamu ajiku cikin duniya musha shagalin mu cikin dunia kunsan Ba'a kida lahira..... Kunsan ranar tafiya lahira ku tabbatar babu xama dunia. 😭	neutral
@user Yaushe Zamuga Aurenki Yaya 😍 #AskRahama	neutral
@user A dai kara duba wa 🙏🙏🙏	neutral
@user uhm, dafatan dai ba wani KO wata ce ta chi amanar ki ba?😀😀😀	neutral
@user Akwai Gaisuwar Korona a Vila amman inaga babu itah a jahar Edo 🏃🏃	neutral
@user Wannan irin lamari na Corona virus kam sai addu'a kawai. Mu namu daban ne dana sauran kasashe. 👌👌	neutral
@user Duk su gama ni zai bawa🙏🙏	neutral
@user Kai na gaji... Kukuma bbchausa mene alakanku da larabci oho! Yau tsiwa nake ji💔💁🏼‍♂️	neutral
@user A tambayi Kwado🐸	neutral
@user Ance MATI A ZAZZAU Amma Ba’azo ZAZZAU Din An Nuna Mana Ba Guy Why?🙄	neutral
@user Sauran ma sun gaji su miƙe. 🤨	neutral
@user Subhanallah 😥 shi kuwa me yake nema a duniya?	neutral
@user Amma idan sungama da boko haram koh??🙄🙄🙄	neutral
@user @user ga rariya Wai zasu Baki shawara😂😂😂😂, https://t.co/Haq9Y1e0Iy	neutral
@user Aunty Barcelona don beat us again fah 😭😭😢 ban yafe bah	neutral
@user @user @user Oga Kamar fa ada kenan, naji wai anyi wa Messi saban yanka, ya koma Miss-Penalty.😂😂😂	neutral
@user Akawai kunyar katshe 😂	neutral
@user Dan girman Lagos da yarabawan cikin ta Dan mutuncin jirgin sama awajen Dan kaunar da kake talakawan Nigeria 🇳🇬 baba Kayi hakuri	neutral
@user Tabdi. 😭😭 Bacellona, Gaskiya Akwai sake your Excellency.	neutral
@user Ku kirashi a waya mana. 🤔	neutral
@user A 1885 lokacin muna yara anyi wata guguwa tun daga New york har Oxford muka tafi akasa😁	neutral
@user Pls indai sumayya na koma wa soyayya da mahamud ka Gaya mun bazan Kara kallo ba? 😄😄	neutral
@user Wallahi na katanta yafi sau biyar na zata kodan daga bacci na tashi ne😊	neutral
@user Kai dalla ku sallame mu muna muje hutun Twitter 😌😌😌	neutral
@user Amma dai tayi dauki hoton ko😂😂😂	neutral
@user Liverpool bata damu ba saboda ta riga tachi cuppi 😂	neutral
@user @user @user Gane mun hanya dai baba☺️	neutral
@user Toh shiga saro ba shanu , kuji da naku mana🙌🏽🙌🏽	neutral
@user Amaryar da kenan kota zamani 🤔	neutral
@user Aku kuma bakin ku a bude.😂	neutral
@user ALLAH SARKI MADRID BA WAN BA KANIN 😂	neutral
@user Yo ai tun anan ya kada ka😂😂😂	neutral
@user Ana wata gawata 😠	neutral
@user Wata sabuwa. Maaga wannan Almaraa.🙄🤔🤔	neutral
@user Koba dubu dari ba 😏	neutral
@user Ya danganta da yanda aka koyar da zuciyar🤷	neutral
@user Hakan na iya wuyyuwa a kasar mu🥺🙄?	neutral
@user Ai Kamar Dan najeriya ne ahalinda yake ciki yanzu kaga muma dole mutuna badi 🤔🤔🤔🙆🙆 https://t.co/eJgOgjJsAN	neutral
@user @user @user An gama Oga. Ban zai kara irin wannan wasan 😂😂😂	neutral
@user Anayi babu sabulu 😎😎	neutral
@user Akwai wani a kwanar gidanmu wallahi dan Allah su fara ta kan shi. Dama babu nisa daga HQ din Hisban 🤷🏾‍♂️	neutral
@user Ya baza ku dinga sa hoton yan bindigan ba sae wanda suke qoqarin maganche abin???😡	neutral
@user Malam Ali saide an bud'e kasuwannin a yau🤔	neutral
@user Nidai natafi kasuwa nah.🚶🚶🚶	neutral
@user @user Bamuyi😎 kae mallam idan kana fitarwa ka fitar bamuson solo	neutral
@user Muna Jira Prince 🤴	neutral
@user Hhh 😀 abun dariya kuce Mana mu Kara share waje a gida Jen iyayen mu ba lokacin komawa kenan	neutral
@user Wadammi iri daga cikin 'yan Nigeriar? Dan Allah mu tambaimin shi🤔	neutral
@user Take care nan fah ba Instagram bane da zaka fara yi mana talla da yawa tax xaka fara biya 😅	neutral
@user @user Toh fah😂😂 Adei sake dubawa kila kuskure ne.	neutral
@user Wallahi BBC kuma Yan comedy ne 😀😀😀😀😀😀 Waye kar ka tacciyakuka	neutral
@user Sabi da saniyar😅😅😅😅	neutral
@user Baza muyi maka fatan tsiya ba, neither baza muyi maka fatan alheri ba kuma😒	neutral
@user 😹😹kuma kutara kayanku ku gudo kasar musulunci kada ta kamaku	neutral
"@user 🙆🙆 what!! Ba""""""""kin gida😜😜"	neutral
@user Abun ba magana😂	neutral
@user Rahama you Tasha😤	neutral
@user @user @user Nake jin dalilin da Umar ya yi tambayar yaushe zan zo kenan. Barbecue loading 🙌	neutral
@user Angani a duniyar mars ma 😂	neutral
@user @user Ana sonku kuna son wasu. Najeriya kenan🤣🤣	neutral
@user Ban gane. Wannan Hausar ba. Million 4. Kodai. Idanuwa nane 😢😥	neutral
@user Ina fear yake yanxu??🙌	neutral
@user Duk hoton da yakeda shi sai Wanda yacimu zakusa 😠😠😠😠	neutral
@user Ko ba Neymar sai an lallasa Fifalona😀	neutral
@user To ba sabon ba 😂😂😂😂	neutral
@user @user @user @user @user @user Babban Director a taimaka a fara saka mana wadanda aka gama dauka, ba dole sai kun gama baki daya ba, domin wlh munyi missing din smiling dinmu sosai.😂	neutral
@user in Dan wanna ne bashida matsala mudai Abarmu mushiga Yawon bude idu 👀👀👀	neutral
“@user: “@user: Wani Fanta din ma sai an zo arewa” Arewan ma Kano😂”Wallahi kuwa💃	neutral
@user Ni wlh na Daukama Sadakar Yalla ce 😁😂	neutral
@user TASKA kenan Tsuliyar labari komai ma zakaji 😂	neutral
@user Ta hanyar rabawa kowa Apple Watch ⌚️ series 4	neutral
@user Yakamata yasan cewasu makiyayan yan'kasane kuma daga cikin dokar kasar akwai (right to freedom of movement) saide indan sunyi masa abunda baidace ba ajamusu kunne 👂👂	neutral
@user Mai haka Kuma? Kudai Komai Mai ma Labari me 😠	neutral
@user Taska ka bude kofannan nace 😤 Kaine bazuka? 🤣😂😂	neutral
@user @user @user Ina Labarin DEEJA, da HABU, ko a wace Duniyar Suke?🤔 And then kuma haryanzu ba afidda mijinta ba acikin LABARINA, Nidai Nasan tsakanin LUKMAN da MAHMUD Babu Wanda SURAYYA zata Aura a cikinsu.	neutral
@user A hadan mata da bulala Goma 😂🤣	neutral
@user Ganduje maganin su kuli kuli 😂	neutral
@user @user duniya kennan. I remember my mom watching this Ina Dan kankani😂😊	neutral
@user Tana ga mai Kudi 💪💪	neutral
@user Rahma Mama tace ki saka Dan-kwali 🤣 https://t.co/bdoGulzrt7	neutral
@user Da kun bishi ayy se ku hadu ku wanke tare😂😂😂	neutral
@user Mai jin shawara ake ba wa shawara 🤷🏿‍♂️	neutral
@user Kamaye ya auri kyauta dillayiya, Bawa mai kada zai auri Rayya, yanzu Mahmud yana soyayya da Laila. Arewa 24 suna so su nunawa duniya maza maciya amana ne😭😭😭	neutral
@user To meye Ribar Hakan a wajen musulman Duniya🤷‍♂️🤷‍♂️	neutral
@user @user Mr Ngige na kwadago 😂	neutral
@user Sa’ah ce kowa ke nema kanka ☹️	neutral
@user 1: Na'urar cire kudi 2: Naurar biyan kudi 3: kudin shiga yanar gizo 4: Bayanai musamman na dandalin sada zumunta na whatsapp. 😎	neutral
“@user: Wenger: Kofin Premier ya yi mana nisa http://t.co/2cgYYCCizN” Yo da fa? 😂😂	neutral
@user Tambaya kuke ko Neeman sani ko kuma Karin bayani🙄	neutral
@user Shi hanta ya saya achan tukun, bari Mugama da corona anan.😀	neutral
@user Toh Mutanan Gama kuna jin zancen nan fah 😂😂	neutral
@user Sarki Bread Me yanka yanka tsarabata🙈	neutral
@user Hmmm To me hakan yake nufi kenan?😕	neutral
@user Akwai tuwon alkama miyar bushashshan kihi 🐠 🐠 😋😋	neutral
@user Idan da Amana ruwa ba yadafa kifi ba🐠	neutral
@user Mudai afada mana hakane?🙄🤣	neutral
@user Ashe tana da aiki 😏	neutral
@user Wajen talakawa ba... Wanda ga daki ga daki kaman kaji.. Masu kudi kuwa ana zama zanZan Kowa da flat din ta. Kowa da mai aikinsa. kowa da motar sa.. Kowa da direban sa. Ga kaji ga Maggi 🤣😊🤔😀	neutral
@user @user @user Bani da labari yan mata 💃	neutral
@user “miyau miyau” want this🙄🙄 https://t.co/bQVvIk90hT	neutral
@user Dakyau yakamata kufara ta yankura sabon gari 😆😆	neutral
@user A takaiche maganan indomien nan bai wuche ba fa 😹	neutral
@user Sunan wani waka wai shi open fire. Ana tayi munataji😋	neutral
@user Bafa majin maganar🙄	neutral
@user @user 😀😀har kasa ni yaban tausayi ma	neutral
@user Saima sun kama Liverpool sannan kuga ruwan ⚽⚽⚽ a ragar su	neutral
@user @user @user Tafiya ya kama mu 🚤🚤	neutral
@user Zamani! Mara aure su keba masu aure shawara😂😂	neutral
@user @user Kaji Wannan dan ALLAH 🙄🙄🙄	neutral
@user bbc wlhy da son magana kuke😃	neutral
@user Ina da tambaya wai iyakar Kaduna da kano guda dataye 🤔	neutral
@user Don Allah don Annabi SAW ki daina magana kan issues dinnan, don Allah 🙏	neutral
@user 😂😂 Waike Baki Tahiya Dani, Kata Tayat Jirgi ta?😂😂	neutral
@user Meye ‘Dan madundumi’ ban taba Jin kalman ba a Hausa,😀	neutral
@user Da nine Mai martaba zuwa Zan yi na wanke kaina,,,,, ko kuma nayi murabus 🤔	neutral
@user Abun de ba'a cewa komi 😶	neutral
@user 🙆‍♂️ Shi kuwa trump me yayi zafi hk?	neutral
@user @user @user Kamashi Kawu Mai Unguwa 😂 😂😂	neutral
@user @user @user @user @user. ALINUHU DRAM haahhh😈😉😃😉😉😡😦😢😢😢😢😢😢😢😢	neutral
@user Mudai sai ya zama cheap mu kalla a wayoyinmu😂🤣	neutral
@user Hahhahaha, ai gara ma ya dawo sabon ko crono ta rasa gurin zama😂😂😂😂🤣🤣	neutral
@user Ai bazamu sake basu ba kashewa zamu ringa yi, Saboda mun gano duk bakin su daya. 😎😎	neutral
@user Wai wannan mutimin ko daaa yayi aiki a prison ne. Naga ya piya son kulle mutane 😂	neutral
@user Assha kada dai a Fara daukar ta Facebook 😀😀	neutral
@user @user Wai Ina. Gwamna. Ya shiga wajen mana. Ya maye gurbin Mahmoud. Koya Samu kudin Takara. Kuma 😍	neutral
@user Amma kema yanzu kinyi kiba ai😁😁😁	neutral
@user Daga fadar shugaban kasa.👂	neutral
@user Wllh Ana cikin yanayi😭😭😭🤦🤦🤦	neutral
@user @user @user @user @user @user @user @user @user @user @user @user @user @user Alkawarinmu Nanan🎵❤😭 Lokaci Ne 🕺🕺🎹	neutral
@user Aha! Anzo wurin 😁	neutral
@user Ai abun zanyi shine kawai in fece🏇	neutral
@user hhhh Abin Dariya wai jariri ya tsinci Hakori😁	neutral
@user Nifa har ynz baaimun bayanin d zan ydd akwai corona a Nigeria b,da ace naga ta kama buhari ko ganduje ne to zan iya yarda ta shigo 😂😂	neutral
@user Glamour😍😔 Dan Allah Ku bata shawara ta dai painting fuskarta, https://t.co/I4VFClWhSY	neutral
@user @user Baba ai mun San za'a Rina...ja muje 😁😁😁 @user	neutral
@user Haba hajiya Rahama Sadau kamar ki guda don an zaftare Miki 550 a account naki me zakiji kar ki bamu kunya Mana mu fans naki koh da dubu 5k aka cire Miki bai kamata mu muji ba, mu kuma muce me idon aka cire Mana 🤔🤔🤔🤔🤔😱😱😱💃💃❤️❤️❤️	neutral
@user 🤣🤣keep watching.U will understand idan yazo qarshe😆😉	neutral
@user Wai ta 'doke' 😂😂	neutral
"@user Mai kwadayi mana, domin ae Hausar ma cewa tayi """"""""mai kwadayi shi yasan gidan mai rowa"""""""" 💫 kuma wannan gaskiya ne. 😂😂"	neutral
@user har ciki na ya kulli ruwa.😃😃😃	neutral
@user Ina ma ta ce da ni take 😀😁😋😋😋	neutral
@user Yau lashewa saikace wani minti? 😃	neutral
@user Akwai shinkafa a kano 😂🤣 there is rice in kano	neutral
@user @user Ku masu kudi ne ae sadau 😋😂💔🥺	neutral
@user Manjo da mukarraben sa 😂😂	neutral
@user Yafi reza kaifi😂	neutral
@user Ya face dama suyi 👍👍	neutral
@user Baza aje ba 👉	neutral
@user 😂😂Wato dgsk zasuyi kenan! Yayi👍🏻	neutral
@user A'a kawai dai kice kin bar min shi 😄 @user @user	neutral
@user Yanzu haka anguwar ba wuta ☹️	neutral
@user @user Toh shikenan mallam taska 🙌🙌🙌	neutral
@user Mukam sai yazo wayarmu 😒	neutral
@user Nifa wannan ya girmi kakata 🤔	neutral
@user Kai jama a what are u saying ne wai anshamune abun mamaki wlh banida lfy ban kallaba inata kaina what is the answer pls 🙈🙈🙈	neutral
@user Wani irin yaki? Da makami ko dame 🤔?	neutral
@user 😅 Inmadai tsafin beyiba saci nama	neutral
@user Wane darasi shugabannin wannan zamani za su koya daga marigayi Janar Sani Abacha, wanda a yau Asabar yake cika shekara 21 da rasuwa? 😭 Tsohon shugaban mulkin sojan Najeriyan ya rasu ne a ranar 8 ga watan Yunin shekarar 1998. https://t.co/oZJOdxa6Sm	neutral
@user Wai dama haryanxu ba,a gama tallan ba ?🤗	neutral
@user Dan allah in Akwai maiban milyan 2 yace nayi kasun shekara 5 😒😒😒	neutral
@user @user Ba yan Najeriya kadai ba😂😆	neutral
@user Lol 😂 Ai banji ya rantse ba	neutral
@user Toh aure zai kara lalle kaima kashiga shu kenan😂😂	neutral
@user Hahahahah tabaya ga wasake kenan ai kamakara 😂😂😂😂😂	neutral
@user Ashe har yanzu a wajen BBC ma sanusi sarki ne ❤️❤️✊🏻	neutral
@user Wai dama kudin ba ako ina suke rana bane?😂	neutral
@user Kuma zata dawo ga mai nisan kwana! 😂 😂 😂	neutral
@user Muna rokon gwamtin Zimbabwe 🇿🇼 data daure ta biya ma'aikatan jinya domin su koma bakin aiki, dan Allah	neutral
@user Nima nakellace kaina saboda Coronavirus😍	neutral
@user Toh wae 🤔🤔dama KU jira kuke a kula daku	neutral
@user Turmi nawa za ayi toh...😂	neutral
@user Dukkansu kuma daga Afrika suke 😍😍😍	neutral
@user @user 😭😭😭😭sorry mu kawai hajiya rahama k mbappe da angel di maria sune suka cire mu a final din champions leauge	neutral
@user 😂😂😂 Wannan Ai Daga Baya Ne	neutral
@user Baa daama Kuma mutum yayi azumin magana, sai Kun sa mai ido.📍	neutral
@user @user Sai dai t siya d kanta 🤣🤣🤣	neutral
@user Bounjue hajiya sadau, yasanyin a Paris takeh neh?, nasan yaninka nah naija Koh😂	neutral
@user Kamar yanda kuma neman kudi ya kai ku majalisa ba. 😚	neutral
@user Basaban ba dan kauye yayi a gogo mun dade da gani ae😂😂😂😂	neutral
@user A Nigeria kenan sai azabge ma ministan albashin shi na shekaru 4-5.😅	neutral
@user Don Allah ku bari muyi karatu...🙏🙏	neutral
@user Omo, come see Hausa oo, wannan sai kace kune TSATSON Hausawa😂🤣🤣	neutral
@user @user Ai kuwa ga baki abaje kamar kace bajoga 😁	neutral
@user A bawa sunusi lamido kawai🤪	neutral
@user Yau kafara fadi ne?? 😠	neutral
@user Kunfi kowa sani ai, tunda ku kanku pic din Messi kuka saka a maimakon pic din duka teams din😎😎	neutral
@user Ta hanyar binne duk wanda ya mutu 😁😁	neutral
@user Ya akayi haka yafaru?? Ikon Allah maisa ayi tuwo ba garri😎😎🙅	neutral
@user A sa mana hannu muma ko dan 20k ne ma mu samu 😭	neutral
@user Saboda su basuda komai sai sex🤤🤤🤤	neutral
@user Se an hada da aljanu ko? 😳	neutral
@user Kira mu United Nations kawai😂😂😂	neutral
@user Haba rahama me akayi akayi 550 keda ynx zaki iya mai da ninki ninkin ta ! Wuyar ta ki bada qofane pha wani ya shiga shikenan 😩	neutral
@user Bamu ji bakin ku ba 🙄	neutral
@user 😂😂 imagine idan ya samu kudin, wannan mata saiki shirya zama ku biyu	neutral
@user @user agadkiya munaso a dawo mana da presidor a wannan karon👌	neutral
@user Ruwa kusa da Kada🐊	neutral
@user 🤣🤣🤣 a cikin Villa kenan ko	neutral
@user meyasa kikesa chain a kafanki 🤔	neutral
@user Wai kano kullum magana daya 🤔🤔🤔	neutral
@user @user Maganin zaman duniya kenan 🙌🏽	neutral
@user Kai ya dau chaji😄😄🤗 ance aci gaba da hawa sararin samaniya kenan https://t.co/BACQYzIGUy	neutral
@user @user Wai ita wannan ba Bahaushiya ba ce? Bata saka ɗan mayafi ko hijabi na zamani 🤔	neutral
@user Ke abeeda ba kimin wanke wanke b kika fito😂🤣😂🤣🤣😂🤣	neutral
@user @user Zaki fita uku Kuma 😂😂	neutral
@user Nima banso muyo rabuwa Ramatu..😫😫😫	neutral
@user Dan sanda Abukin kowa Dan sanda ko Yayanka ne inkaiyi laifi sai yakamaka i,Dan shi bai kamakaba Toh sai yasa wani yakamaka 😡😡😡	neutral
@user Kace @user kasuwa ta bude 😂 😂.	neutral
@user Yanzu misali idan Bazoum yakai naushi yaza ayi? Pls😅🤣	neutral
@user Idan ba ka san gari ba, zaka bata😌😌🤣	neutral
@user Toh sai sun dawo nayi nan 🤸‍♀️🏃‍♂️	neutral
@user Wannan lamari da ban dariya yake 😂😂😂🤣😂🤣🤣🤣 Saura Baca.	neutral
@user To kekuma meya kawo ki keda ba yar hausawa bace😂😂 Kefa yar fulani ce ki bari sai ranar fulatanci zamu taya ki murna 😂	neutral
@user Barina lallaba na canza wayana tunda bulus ta samu 😂	neutral
@user shine sabon garba shehun kenan😁	neutral
@user shekarun mamanta? Sannan nawane shekarun babanta?Kina da damar turawa abokanka ma'abota lissafi don neman amsa🤔🤔🤔?	neutral
@user Hmhmhm 🤔🤔🤔 kai Yayi gudun tsirane	neutral
@user Ban damu ba😁	neutral
@user @user @user @user @user @user Muna nan muna jiran northflix premier 💃💃💃	neutral
@user Ba mamaki ana dafa abinci a gefe..😂🤣😁	neutral
@user Shin Dama iyakukin narufi ko dai saboda Tattalin Arzikin Nigeria ya qarine za'abudi.Hum wuya Mai sa akwana bayan sarakkowa🙊	neutral
@user My Country Nigeria 🇳🇬 Kasata Nigeria 🇳🇬 itace hasashe na	neutral
@user yau ba kasuwa koh 🤣🤣🤣 https://t.co/eVS5DeZueA	neutral
@user Zamuyi maganinshi ai. Muna kallon shi kawai 🧐	neutral
@user @user Idan an samu wani “ taut”din nan gaba babban Yaya ayi mana tag dinsa mu tare shi, idan yaso kaje kaci gaba da suburbudo mana episodes kawai, they’re lucky having heard them mun jisu but don’t let them heard from you, domin silence is the best answer to a... 🏃🏻‍♂️🏃🏻‍♂️	neutral
@user Wai sabuwar corona CE aka sake aiko mana😂	neutral
@user Alh Manir Ja'afar Yariman Zazzau 🙏 https://t.co/dWg9yNw4au	neutral
@user Saboda ME, kuma ina kudin 💴💴💴 da aka ware saboda aikin titin???	neutral
@user Saboda sun fito final shi yasa aka tuna da su ko😂😂	neutral
@user Buhari na kiran su magana zai Kare.. Duk yan kananan kwari ne 😂😁😀😎😊😋	neutral
@user To muda muke kaduna yanzu fa, Kuma kinsan babu sinima acan🤣🙈🤣	neutral
@user Duk girman gonna lambu yafita🤣😂	neutral
@user Haba dai.. Akwai tambayoyi da nake so na yi masa🤔🤔	neutral
@user Nidai plzzz idan mutuwa xamuyi afada mana kawai🥺🥺🥺	neutral
@user @user a fadawa Baba a bude muma Dan allh mun gaji 🙏	neutral
@user No doubt, yakamata su hadamishi dana bakwai, takwas, tara, da goma🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆	neutral
@user Yana nufin na nesa kansha dadi😂	neutral
@user Hmm 🤔 wannan Kam sai dai a Tambaye su.	neutral
@user Mu kam mun dade da shigewa daga ciki. Jiya muka cika wata 4.😂😂😂	neutral
@user Yau kwana uku na sayi nawa 26000 wallahi😭	neutral
@user Yna buqatar shan'eska knn🤣🤣	neutral
@user Abnd ya dace shine a canza shuwagabannin Tsaron Nigeria a saka sabbi a dauki sabbin jami'an tsaro a bawa ko wace State Jami'i 1000,Soja, Police,Civil defense etc. sannan kuma a sawo musu sabbin makamai sannan kuma a Kara musu Albashi.sbd abar sace Muna Yan uwa wannan shine 🙅	neutral
@user Zaki ganni a mafarki yau😭😭	neutral
@user Kala da kalalatu Labarin abokai guda uku 😂	neutral
@user 😀😀😀 kowace wutar kara ta kwana..	neutral
@user @user The 3rd pic be like yi sawri kadawka zan dan yi wani aiki neh😂😂	neutral
@user Ko kadan, hanyar 🚁🛬 daban hanyar 🚗🚐daban	neutral
@user Me xasuyi dashi 😃😃😃😃	neutral
@user @user Cemai gwamna AQara kwado 😎	neutral
@user Idan baka san gari bah kayi tambaya🤣🤣	neutral
@user Ah haba dai! Ita ma dai Hajiya @user ai ba'a take yi. Wannan zamanin ai tuni ya rigaya ya wuce 😀	neutral
@user @user @user @user @user @user @user @user 😂😂😂😂 kuje kuma Oga	neutral
@user Maganin gari me nisa🤷‍♂️	neutral
@user Abun yazo kanmu inji mai tsoron wanka😷	neutral
@user Nifa haryan banji suntarkato Dangote da kayansaba Koshima bayeraben ne.😠	neutral
@user Rabon kwado baya hawa sama 👍👍💯	neutral
@user Yo Sau Nawa suke fadar wannan maganar? Haka Ankayi Sakkwato komai yayi shiru, To Shin Kaka harkagga take ta sakkwato Koko itama ta wuce kamar sauran?😂😂	neutral
@user Nidai awurina bakuskure wallahi🥰	neutral
@user To ko me yake cewa kuma🤔?	neutral
@user Ka fara kawo wanda ka kwashe😂😂😂😂	neutral
@user Daman Saboda 'yan sanda muke sawa 🥵🥵🙄🙄 a 9ja•	neutral
@user A bar kirgawa.... 😀😃😄😁😆	neutral
@user and @user sun hada karfi da karfe sunce a fada masu farashin kannywood film industry zasu siya #kannywood for sale 🤣🤣🤣	neutral
@user Yana nufin mu siya wukake 🔪kenan mu tayasu	neutral
@user @user Haj.ramatu kin gaji ne😷	neutral
@user Ta ina ya shigo?🤔	neutral
@user Naga kowa saya kawai yake, manya da yara 😂	neutral
@user Me xai hana ya dau mataki ko sunfi karfinshi ne mungaji da magan-ganu ba acikawa 😡	neutral
@user Alabaran bbc na safiya🤣🤣🤣🤣🤣😇😇😇😇	neutral
@user yadai,,, rahma ko kema kina tunanin azumin goben ne??😄	neutral
@user Zarcewa zuwa kabari Koh😃?	neutral
@user da zanenta yaganta lol 😄	neutral
@user Mun kalubalancesu da wannan kungir muma😁 https://t.co/K3ZDEzK8SE	neutral
@user Inkasha kabawata matanka tasha da yaranka ahana talaawaa😋😋	neutral
@user Ina hasashen Kasar Masar 🇪🇬 ce zata yi nasara cin cup din	neutral
@user Sunce tayi wayo ko🤣🤣?	neutral
@user Ai Mun Wuce Kalubale Har Munkai Kalubalbalaa 😁😁😁	neutral
@user @user Yauwa kiyi tallar mati einki yafimiki 🙌azo asai mati mati zai kare	neutral
@user Zafi da karar kayan kowai ya'isheshi😂. MansNotHot	neutral
@user Hhhhh sai yaxo a bashi hayar commander 🤣🤣	neutral
@user Lailai dole na koyi indisn ci wlh🙄🙄🙄	neutral
@user Matsalar shi😏😏😏, ai shima din ba gwara💁🏼‍♀️	neutral
@user Salon Kuma inji ance za abiya diya. Sbd ZAMFARA, katsina, sokoto Niger, maiduguri, kaduna, kano, yobe ankashe sunfi million. Amma shiru kakeji😎.	neutral
@user Ado gwanja fa...!? 😮	neutral
@user I was in kano on Saturday and wlhy harna bar kano banga wani da mask ba😂😂😂	neutral
@user A bude ma yan sumogal boda a gani😂	neutral
@user @user @user @user @user @user @user @user @user wa'innan sun Isa ko a karo masa wasu kari?🤣🤣🏃🏃.	neutral
@user Idan Buhari ya gama, shima Bola Tinubu so yake ya ci gaba daga yadda Buhari ya tsaya ko?! 😂	neutral
@user Ya kamata ywn Nigeria su tsaida el Rufa'I a matsayin shugaban kasa 2023☝️😂😂😂😂🤣	neutral
@user Lallai....🙆🙆 Nikam ban kara yawo 🏃 🏃 🏃 nayi zamfara har sai ankamashi	neutral
@user Tor ai hikenan Yanzu zakaga mutanenmu suna qoqarin shan kuka ko dan service 🤣🤣	neutral
@user Anata dai Tsufa a gida ba Aure😕😕	neutral
"@user Ko menene """"""""cincirindon"""""""" kuma, oho 🤔"	neutral
@user @user Wanga irin runguma😍	neutral
@user @user Kai 400,000 a kullum kow dai baya sane yafi hk cap 😂😂😂😂waini aikin sai a Nigeria	neutral
@user @user Hahahah... Babban darakta ana dinma Shiri zaka mun kenan...ai Na Umar daban da naka, Gombe da Bauchi Uwa 1 uba 1 ne, daga kano nake jira...😂😂	neutral
@user Hhmmm...mude yaran malam shehu bammuchewa kumai .iya jindadinka aduniya watarana sai Labari😱😳😞	neutral
@user Amma a mafarki😂	neutral
@user Hmmmm sai ma sun kure kenan zaka far masu kai🤔😥 9ja my country 😦😀	neutral
@user Daman The Great Wall of China Itace bangon duniya ? 😂yo daganan Ina zasu tsallaka?😂	neutral
@user Yanzu wannan rahoto ne😂😂?	neutral
@user A yadda maganganunka da siffarka suke kusan sai nace wallahi ba harkar film ce ta dace da kai ba, amma Allah ne masani kowa akan qaddararshi yake tafiya👐	neutral
@user @user sadau a zazzau😂	neutral
@user Kowa gari dai da irin nasu harajin. Wasu sunce balagaggu wasu kuma nasu biredi🤣🤣	neutral
"@user BBC akwai iya rubuta """"""""headline"""""""" 😅"	neutral
@user Kaji mazaje 😃 ta ruwan ma ba'a baya ba	neutral
@user Tarin barar da pk ko😂	neutral
@user Kaduba kaji Dan Allah 😡	neutral
@user Gaskia yan Bbc basusan Barca kamar yau aka fara ball ⚽️ 😂😂🤣🤣🤣	neutral
@user @user 🤣🤣wai latsawa kamar wata calculator	neutral
@user Toni wai haka zan tazama ba wanda zeyi following dina....ko Dan irin makwotan nan🤔 Kodai kodai	neutral
@user Hmm😡 wannan maganar haka take Domin mu 'yan Arewacin haryanxu bamu gani a qasa ba. Ballantana aci ga wasu mukamai kuma😡 haka kuma wai sunan yaron mune🙈😂	neutral
@user @user Bayan a Zazzau din ya kamata ku fara nunawa, seda kuka gama yadawa a duniya sannan zaku dawo ku nuna mana a zaria😠	neutral
@user Aishi Sambo ya buya ne Wai Tsoro ne ko dai Basaja ne🤣🤣	neutral
@user Suma kampanin datan zasu zafatare ainihin ingancin datan.😂	neutral
@user Tsiyar nasara sai xashi gida🤣🤣	neutral
@user 😂😂😂sai natuna da littafin MAGANA JARI... Gauraka	neutral
@user Ban cika kallon Hausa film ba amma zan kalli wannan da sharadin in na zo za mu yi selfie da ke🤣	neutral
@user Dama turowa yayi a ajiye??😏	neutral
@user Sauran Ke kifiddo mana da best movie naki wanda zamuyi rating nashi five stars😎	neutral
@user Da'alamu an dibi ruwa kafin furta wanan kalamin👌	neutral
"@user A tarihin musulunci ba'ataɓa cilasta wani/wata balantana """"""""ƙasa""""""""akan cewa cilas su shiga musulunci ba!!!! #Islam bisa fahimta da imani ba Dole🙌👳🤷🏼"	neutral
@user 9 month alaji ko autekayi matarka ta s haihuwa😏	neutral
@user 😊 baba kasamu ganima dole kuyi a gida ai	neutral
@user A raba mana kowa ya samu rabonsa mana! Akalla kowa ze sami kamar #27,000 Kut ae dayawa🙄🚶🚶	neutral
@user Shinkafar 30 ake bashi yagudu🦁	neutral
@user Ido sai aje ayi sallah 😊	neutral
@user @user Sirika na ne, ki kawo toshi😂	neutral
"@user: """"""""Ai na gaya maku, ko wasa nake"""""""", in ji Wakili😃😂 #Kanodecides2019 #NigeriaDecides2019 #BBCNigeria2019."	neutral
@user Hahaha wai har yanzu akwai talaka da ke son buhari? 🤔 (tambaya)	neutral
